,cmplnt_num,cmplnt_fr_dt,crm_atpt_cptd_cd,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,latitude,longitude
17,474078722,2021-09-16T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,18-24,BLACK,M,25-44,BLACK,M,40.696328949000076,-73.93771061299998
18,843162354,2021-09-15T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,25-44,BLACK,M,40.80536404400005,-73.93766276299993
19,504183189,2021-09-12T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,FORGERY,25-44,BLACK,M,UNKNOWN,UNKNOWN,E,40.72351435300004,-73.97928228099995
20,499084588,2021-09-10T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,WHITE HISPANIC,M,25-44,BLACK,M,40.68933015300007,-73.94968144799998
21,275119984,2021-09-07T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,25-44,BLACK,M,40.89235092600006,-73.85643985999997
22,715480292,2021-08-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,18-24,BLACK,M,40.690705110000074,-73.78960127299997
23,583220227,2021-08-15T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,45-64,WHITE HISPANIC,M,25-44,WHITE HISPANIC,M,40.81427840300007,-73.91534270799998
24,644667510,2021-08-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK HISPANIC,M,25-44,BLACK,M,40.84932069000007,-73.91235948099995
25,754095161,2021-08-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK HISPANIC,M,25-44,BLACK,M,40.59368532700007,-73.75907037999998
26,291569519,2021-08-13T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,18-24,BLACK,M,40.86232555500004,-73.89334777899995
27,523063535,2021-08-13T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,F,18-24,BLACK,F,40.760850049000055,-73.82925306599996
28,468433169,2021-08-07T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,18-24,BLACK,F,18-24,WHITE HISPANIC,F,40.66767453600005,-73.92144770399995
29,503398586,2021-08-04T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,18-24,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,40.80051276000006,-73.93521121499998
30,440571178,2021-07-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,ASIAN / PACIFIC ISLANDER,F,25-44,BLACK,M,40.82372906300003,-73.90891009899997
31,493532243,2021-07-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,65+,BLACK,M,25-44,BLACK,M,40.67556043600007,-73.93992913899997
32,485534501,2021-07-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,25-44,BLACK HISPANIC,M,40.86475888300004,-73.92282737999993
33,197139353,2021-07-18T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,18-24,BLACK,M,25-44,BLACK,M,40.68196160200006,-73.95959486099997
34,511436051,2021-07-16T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.66933671200008,-73.90872081599997
35,810854707,2021-07-15T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,25-44,BLACK,M,40.83284493600007,-73.913342415
36,335422993,2021-07-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,18-24,BLACK,M,40.656839379000075,-73.92751178099996
37,180721837,2021-07-06T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,ROBBERY,18-24,BLACK,M,25-44,BLACK,M,40.83295947800008,-73.86654894899993
38,324779857,2021-07-04T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK HISPANIC,M,25-44,BLACK,M,40.81698564800007,-73.84701407099993
39,922252516,2021-06-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,18-24,WHITE,F,UNKNOWN,BLACK,F,40.69412740400003,-73.93726911499994
40,793622829,2021-06-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,WHITE HISPANIC,M,25-44,BLACK,M,40.81909583700008,-73.94285248799997
41,524809438,2021-06-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,WHITE HISPANIC,M,25-44,BLACK,M,40.71101123600005,-73.93374717399996
42,946022798,2021-05-28T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,18-24,BLACK,M,40.826946459000055,-73.93892166499995
43,274153065,2021-05-19T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,BLACK HISPANIC,F,25-44,WHITE,F,40.79485288500007,-73.93477971999994
44,491465339,2021-05-17T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,25-44,BLACK,F,40.67169072000007,-73.91832832099993
45,290598269,2021-04-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,25-44,BLACK,M,40.88202340700008,-73.86620093899995
46,908839092,2021-04-22T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,UNKNOWN,BLACK,F,40.75461661500003,-73.90883496299993
47,409330186,2021-04-05T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,BLACK,M,25-44,BLACK,F,40.83749898100007,-73.92785341999998
48,191241627,2021-04-04T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,BLACK,M,25-44,WHITE HISPANIC,M,40.85041599500005,-73.89303433099997
49,611920402,2018-03-05T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,25-44,UNKNOWN,M,40.85513056600007,-73.88924198299998
50,696896951,2021-03-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,F,25-44,BLACK HISPANIC,M,40.57544276900006,-73.98779476299995
51,503696104,2020-11-29T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.702452693000055,-73.81686251199994
52,618085477,2021-03-19T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,BLACK,M,65+,BLACK,M,40.70174365200006,-73.81459233099997
53,183578959,2021-03-11T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,WHITE HISPANIC,M,25-44,BLACK,M,40.81667027000003,-73.93899251299997
54,543782339,2021-03-11T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,BLACK,U,25-44,BLACK,M,40.69579171600003,-73.939095905
55,533696145,2021-03-10T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,45-64,WHITE,M,65+,BLACK,M,40.86948709400008,-73.92148771999997
56,227011606,2021-03-08T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,OUTSIDE,MURDER & NON-NEGL. MANSLAUGHTER,45-64,BLACK,M,UNKNOWN,BLACK,M,40.648009226000056,-73.94735582699997
57,911958653,2021-03-03T00:00:00.000,COMPLETED,OTHER,FELONY,INSIDE,ARSON,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,UNKNOWN,UNKNOWN,E,40.57670315100006,-73.99452974999997
58,381162177,2021-02-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,F,45-64,WHITE HISPANIC,M,40.855542967000076,-73.89288510399997
59,300711837,2021-02-13T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,DANGEROUS DRUGS,65+,UNKNOWN,M,UNKNOWN,UNKNOWN,E,40.858100827000044,-73.90191494099997
60,422892458,2021-02-12T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,25-44,WHITE,M,25-44,BLACK,M,40.676231908000034,-74.00694499699993
61,336275411,2021-02-07T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.84468844200006,-73.87976098799999
62,187909876,2021-01-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,DANGEROUS WEAPONS,UNKNOWN,WHITE HISPANIC,F,UNKNOWN,UNKNOWN,E,40.80766222600005,-73.93925001599996
63,931956269,2021-01-18T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ARSON,UNKNOWN,UNKNOWN,U,18-24,WHITE HISPANIC,M,40.84566570000004,-73.92543740499997
64,824341489,2021-01-16T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,UNKNOWN,U,18-24,BLACK,M,40.616239224000026,-74.08720051399997
65,519796900,2021-01-15T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,FRONT OF,MURDER & NON-NEGL. MANSLAUGHTER,18-24,WHITE HISPANIC,F,65+,WHITE HISPANIC,F,40.66429775800003,-73.90258920499997
66,421712520,2021-01-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,BLACK,F,65+,BLACK,M,40.71222701800008,-73.73159204599993
67,877901614,2021-01-10T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MURDER & NON-NEGL. MANSLAUGHTER,UNKNOWN,WHITE,M,18-24,BLACK,M,40.66972146500007,-73.87684288099996
68,213153947,2021-01-03T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,MURDER & NON-NEGL. MANSLAUGHTER,25-44,WHITE HISPANIC,M,65+,BLACK,M,40.68419972300006,-73.94866132899993
69,345835595,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,18-24,WHITE HISPANIC,M,45-64,BLACK,M,40.636099595000076,-74.11344911299993
70,311075061,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,45-64,BLACK,U,45-64,BLACK HISPANIC,M,40.87909228800004,-73.84447364399993
71,343492252,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK,F,25-44,BLACK,F,40.838689661000046,-73.91880635699994
72,985561791,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,M,45-64,WHITE,F,40.58063187700003,-74.16219984599996
73,237523345,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FORGERY,UNKNOWN,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,40.72652937700008,-73.73486453799995
74,958435302,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,UNKNOWN,WHITE,M,UNKNOWN,UNKNOWN,E,40.66456888000005,-73.88691987599998
75,670663297,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,UNKNOWN,M,25-44,WHITE,F,40.84734979900003,-73.90189464799995
76,744817013,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,WHITE,M,25-44,BLACK,M,40.68321413800004,-73.74215413399996
77,258941611,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,WHITE,M,25-44,WHITE HISPANIC,F,40.85026097600007,-73.88874043199996
78,918624628,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,REAR OF,HARRASSMENT 2,25-44,WHITE HISPANIC,M,18-24,WHITE HISPANIC,F,40.759346979000036,-73.87752905099995
79,457783484,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,45-64,WHITE,F,40.78243005500008,-73.79291875599995
80,135570027,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,BLACK,M,25-44,UNKNOWN,M,40.68151004300007,-73.95574451
81,162721566,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,D,40.761248169000055,-73.99429801399998
82,488929658,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.654916921000044,-73.86768716899996
83,152177639,2021-12-24T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,FRONT OF,HARRASSMENT 2,25-44,BLACK,M,25-44,WHITE HISPANIC,F,40.88649666100008,-73.84591741799994
84,947525695,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,M,40.656411510000055,-73.91220924599996
85,364891445,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,M,40.66892692300007,-73.92258173299997
86,315517410,2021-12-30T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,E,40.79512178500005,-73.94515921299995
87,453319239,2021-12-27T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.82291230800007,-73.87004130399998
88,304119418,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,VEHICLE AND TRAFFIC LAWS,UNKNOWN,BLACK,M,18-24,BLACK,M,40.66184373400005,-73.89310242399995
89,292142937,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.58243624800008,-73.95411450799998
90,818396607,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,M,40.823100787000044,-73.95634045599996
91,177203248,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,DANGEROUS DRUGS,25-44,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,E,40.64075491800003,-74.07674708799993
92,898687870,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,18-24,BLACK,M,UNKNOWN,UNKNOWN,D,40.711789450000026,-74.01626221099998
93,365036176,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,45-64,WHITE HISPANIC,M,45-64,WHITE HISPANIC,M,40.75447656200004,-73.88706683499998
94,943605718,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,M,65+,WHITE,F,40.59839191200007,-74.06780040699994
95,130158682,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,REAR OF,ROBBERY,UNKNOWN,UNKNOWN,M,18-24,WHITE HISPANIC,M,40.69302985000007,-73.916257536
96,880049865,2021-12-20T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,45-64,WHITE,M,45-64,WHITE,F,40.616032896000036,-73.98816914599996
97,445927520,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,45-64,WHITE,M,UNKNOWN,UNKNOWN,D,40.740160295000074,-73.99480502599994
98,550220080,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,45-64,BLACK HISPANIC,M,25-44,ASIAN / PACIFIC ISLANDER,F,40.76852390400006,-73.98713843699994
99,538992775,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,18-24,BLACK,M,UNKNOWN,BLACK,F,40.59352749900006,-73.78908650299998
100,704970333,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,M,45-64,UNKNOWN,M,40.70532159600003,-73.91345769099996
101,308255218,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,BURGLARY,UNKNOWN,WHITE,F,UNKNOWN,UNKNOWN,D,40.782957004000025,-73.95097202399995
102,925052104,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,40.60513212200004,-73.97965033599996
103,883784727,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,BLACK HISPANIC,M,25-44,WHITE,F,40.73629827800004,-73.99216757399995
104,263819701,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,18-24,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,D,40.739882419000025,-73.98666041099993
105,287058533,2021-12-13T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,25-44,UNKNOWN,F,25-44,WHITE,M,40.79097185400008,-73.96705121299993
106,101402232,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,25-44,BLACK,M,45-64,WHITE HISPANIC,F,40.63382138300005,-74.029775612
107,957038985,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,UNKNOWN,WHITE,F,18-24,WHITE HISPANIC,F,40.692788998000026,-73.86267530999999
108,601931123,2021-12-25T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,45-64,BLACK HISPANIC,M,45-64,BLACK,F,40.88315019000004,-73.84336476799997
109,307174626,2021-12-19T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE,F,45-64,WHITE,F,40.57758741600002,-73.97633607099993
110,418439266,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,F,45-64,BLACK,M,40.88669147300004,-73.85432552799993
111,802228793,2021-12-25T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,FELONY,INSIDE,FELONY ASSAULT,25-44,UNKNOWN,M,45-64,WHITE HISPANIC,F,40.87144920400005,-73.867158697
112,409266457,2021-12-28T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,U,18-24,WHITE HISPANIC,F,40.70164572700002,-73.93801220099994
113,296759624,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,18-24,UNKNOWN,M,40.880069548000044,-73.87637007799998
114,448212653,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.878053859000026,-73.86324371299997
115,819644212,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,M,25-44,BLACK,M,40.638885679000055,-73.95404326499995
116,175617115,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.57732033700007,-73.96282240899995
117,771541864,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,45-64,WHITE HISPANIC,M,45-64,ASIAN / PACIFIC ISLANDER,F,40.713752945000074,-73.99394496299993
118,716261448,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,BLACK,M,25-44,WHITE,M,40.74074753900004,-73.78066696399996
119,824393449,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.83852261100003,-73.88124301599998
120,362990442,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.761928580000074,-73.99008892199998
121,595411571,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.76650863200007,-73.98236272499997
122,495081386,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.752884728000026,-73.99111170399993
123,787609840,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,F,40.75066941200004,-73.98778071099997
124,400324936,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,OPPOSITE OF,HARRASSMENT 2,25-44,WHITE HISPANIC,M,45-64,AMERICAN INDIAN/ALASKAN NATIVE,F,40.67639720700004,-73.86500195699995
125,274688534,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,25-44,ASIAN / PACIFIC ISLANDER,M,45-64,BLACK,F,40.68394382400004,-73.81292195299993
126,408100105,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,UNKNOWN,M,25-44,BLACK,M,40.684998931000045,-73.93844592999993
127,722012516,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.639278567000076,-73.89577969899995
128,922983534,2021-12-26T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,REAR OF,MISCELLANEOUS PENAL LAW,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.60735187500006,-73.75267888499997
129,495496948,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,18-24,BLACK,M,18-24,WHITE HISPANIC,F,40.87778870600005,-73.87383219999998
130,729068200,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.81925616600006,-73.91377559499993
131,601880074,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.74668081600004,-73.86835303699996
132,725269096,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.815490537000066,-73.900315892
