,cmplnt_num,cmplnt_fr_dt,crm_atpt_cptd_cd,juris_desc,law_cat_cd,loc_of_occur_desc,ofns_desc,susp_age_group,susp_race,susp_sex,vic_age_group,vic_race,vic_sex,latitude,longitude
250,396605088,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,40.619631920000074,-73.95646633299998
251,683090282,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,M,45-64,BLACK,F,40.81427840300007,-73.91534270799998
252,951063497,2021-11-06T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,BLACK,M,45-64,WHITE HISPANIC,M,40.702671986000034,-73.81158183899998
253,219373240,2021-12-10T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,UNKNOWN,F,25-44,WHITE HISPANIC,F,40.75751564800004,-73.96505723199994
254,680399439,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,REAR OF,PETIT LARCENY,UNKNOWN,UNKNOWN,M,UNKNOWN,UNKNOWN,D,40.75043076800005,-73.98928217599996
255,294215473,2021-12-30T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.81537776900007,-73.95801459299997
256,436125124,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK,F,18-24,WHITE HISPANIC,M,40.75372087700004,-73.87555785399996
257,320199526,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,45-64,WHITE,M,25-44,BLACK,M,40.65515699600007,-73.95463032599997
258,870135026,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,OPPOSITE OF,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,BLACK,F,UNKNOWN,UNKNOWN,D,40.82050429600001,-73.91282014999997
259,438531389,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK HISPANIC,M,18-24,BLACK HISPANIC,M,40.75504166700006,-73.98663932899994
260,938872730,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,40.75032662300004,-73.99111204499997
261,283662200,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,18-24,BLACK,M,45-64,WHITE,F,40.76734872700007,-73.96089684899994
262,391010605,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,65+,WHITE,F,40.56815542800007,-74.10710686399995
263,230366400,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,WHITE HISPANIC,U,45-64,ASIAN / PACIFIC ISLANDER,M,40.59548364900007,-73.95765953999995
264,832854890,2021-12-29T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,FRONT OF,HARRASSMENT 2,25-44,WHITE HISPANIC,M,25-44,BLACK,M,40.860778855000035,-73.85879280199998
265,126010464,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,40.83502621100007,-73.92819941099998
266,435679226,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,F,18-24,WHITE,M,40.765912797000055,-73.98094414399996
267,630454354,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,45-64,BLACK,F,25-44,WHITE HISPANIC,F,40.71251919300005,-73.78149210099998
268,585679190,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,BLACK,M,25-44,BLACK,M,40.83792813400004,-73.86020736899997
269,564311577,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,65+,BLACK,F,40.63670615900003,-73.922954195
270,141273524,2021-11-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,M,40.74913388900006,-73.85625764599996
271,762154031,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.82530348200004,-73.93114385699994
272,213237433,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,M,25-44,BLACK,F,40.75995459000006,-73.97083869099998
273,312890105,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.836564157000055,-73.93933927099994
274,657475472,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,WHITE HISPANIC,U,25-44,WHITE,F,40.73430568100008,-73.993690514
275,510786015,2021-12-31T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,DANGEROUS DRUGS,45-64,BLACK,F,UNKNOWN,UNKNOWN,E,40.69608630900007,-73.94643073099996
276,530921199,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,UNKNOWN,BLACK,M,25-44,AMERICAN INDIAN/ALASKAN NATIVE,M,40.82265108400002,-73.85360941499994
277,551312025,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,UNKNOWN,BLACK,U,25-44,WHITE HISPANIC,M,40.83531944700008,-73.94203990499993
278,282470547,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,<18,UNKNOWN,F,UNKNOWN,UNKNOWN,D,40.72077059800005,-73.84643043599993
279,197150433,2021-12-27T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,40.86276336100008,-73.90108016499995
280,201782797,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.88549712100007,-73.90044599699996
281,101622361,2021-12-22T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,BLACK,F,25-44,WHITE HISPANIC,M,40.718564066000056,-73.98820145399996
282,167835759,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,WHITE,M,45-64,ASIAN / PACIFIC ISLANDER,M,40.718704649000074,-74.00090331299998
283,500562287,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,25-44,WHITE,M,45-64,ASIAN / PACIFIC ISLANDER,F,40.66919346600001,-73.80634491899998
284,573046675,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,BLACK,M,25-44,ASIAN / PACIFIC ISLANDER,M,40.764379785000074,-73.99201626499998
285,356226864,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.60567086100008,-73.98452280699998
286,426563827,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.74866303400006,-73.98810950699995
287,407599433,2021-12-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,UNKNOWN,M,45-64,UNKNOWN,F,40.68165456200006,-73.85248756099996
288,830151253,2021-12-30T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.74333224400005,-73.98407582099996
289,942347097,2015-12-19T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,SEX CRIMES,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,F,40.67110691100004,-73.88143295699997
290,718678195,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY OF MOTOR VEHICLE,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.65277893900002,-73.93049301499997
291,419155694,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,25-44,BLACK,M,45-64,WHITE HISPANIC,F,40.82108776100006,-73.81957096699995
292,306764012,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,25-44,WHITE,M,40.70132360000007,-73.92276050399995
293,409543779,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,<18,BLACK,M,65+,BLACK,F,40.802620306000044,-73.95108757399998
294,703702593,2021-12-26T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,BLACK,M,25-44,BLACK HISPANIC,F,40.82423262200007,-73.90049068199994
295,465262944,2021-12-17T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,45-64,BLACK,M,65+,BLACK,F,40.86433665100003,-73.86160523599993
296,903449698,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,REAR OF,OFFENSES AGAINST PUBLIC ADMINI,45-64,WHITE,M,45-64,WHITE,F,40.56150562000005,-74.18259563399994
297,496015259,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,D,40.82193165100006,-73.86693959599995
298,655169991,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,M,UNKNOWN,UNKNOWN,D,40.77916808200007,-73.95478414599995
299,531126682,2021-12-23T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,40.69514090800004,-73.975125947
300,388065159,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE,M,65+,BLACK,M,40.66961587600008,-73.771759047
301,136071402,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,UNKNOWN,M,25-44,WHITE HISPANIC,F,40.79632454200004,-73.96871715599997
302,642261754,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,M,25-44,BLACK HISPANIC,F,40.839084494000076,-73.86319371499997
303,697810693,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,ROBBERY,UNKNOWN,BLACK,M,25-44,WHITE HISPANIC,F,40.74387981800004,-73.86481830699995
304,543600864,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY OF MOTOR VEHICLE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,M,40.71117141700007,-73.95238828899994
305,777692448,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,45-64,WHITE,F,40.77201872000006,-73.74601637999997
306,147587227,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,40.82908896800007,-73.942081467
307,838382168,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.802176228000064,-73.91441898199997
308,548388175,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE,M,25-44,BLACK,F,40.801012471000035,-73.94621626699995
309,541743567,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY OF MOTOR VEHICLE,25-44,BLACK,M,45-64,AMERICAN INDIAN/ALASKAN NATIVE,M,40.52178314400004,-74.21698448899998
310,438241396,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,WHITE,M,18-24,WHITE HISPANIC,F,40.74860080000008,-73.88504848899998
311,390798910,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,PETIT LARCENY,UNKNOWN,WHITE,M,25-44,ASIAN / PACIFIC ISLANDER,M,40.704194706000074,-73.78170693399994
312,521111441,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,45-64,BLACK,M,40.67521289800004,-73.96162862699998
313,774166804,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,UNKNOWN,UNKNOWN,M,45-64,WHITE HISPANIC,M,40.86472467400005,-73.89068300599996
314,931200684,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,BLACK,F,UNKNOWN,UNKNOWN,D,40.77011242200007,-73.98200796699997
315,657725244,2021-09-14T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,25-44,WHITE,F,40.64518130200002,-73.97929218699994
316,448575514,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,UNAUTHORIZED USE OF A VEHICLE,UNKNOWN,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,D,40.69519897600002,-73.95084903199995
317,591889847,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,25-44,BLACK,M,25-44,UNKNOWN,F,40.744312594000064,-73.95481862699995
318,462468770,2021-12-22T00:00:00.000,COMPLETED,N.Y. TRANSIT POLICE,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,BLACK,F,18-24,WHITE HISPANIC,F,40.666895659000026,-73.98158161699997
319,984520022,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,18-24,WHITE HISPANIC,M,25-44,BLACK,M,40.830307135000055,-73.897869024
320,408455660,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,WHITE,M,45-64,WHITE HISPANIC,F,40.75853263800008,-73.92707985999994
321,951154101,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,ASIAN / PACIFIC ISLANDER,M,40.69202395400004,-73.82845929599996
322,841702916,2021-12-25T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,25-44,WHITE,M,25-44,WHITE HISPANIC,M,40.60583714400008,-74.08627578099998
323,393680410,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK,M,45-64,BLACK,M,40.686767866000025,-73.78448632399994
324,433952571,2021-12-29T00:00:00.000,ATTEMPTED,N.Y. POLICE DEPT,FELONY,INSIDE,RAPE,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.75393893800003,-73.99484365499995
325,887456454,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,U,25-44,WHITE,D,40.609747758000026,-73.95605139399999
326,266501492,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,18-24,WHITE HISPANIC,M,25-44,AMERICAN INDIAN/ALASKAN NATIVE,M,40.68123143800005,-73.98046357799996
327,194789451,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,FELONY ASSAULT,UNKNOWN,UNKNOWN,U,18-24,BLACK,F,40.593021971000034,-73.97908871999994
328,208608371,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,BLACK,M,<18,WHITE HISPANIC,M,40.62141559900005,-74.08007850499997
329,243309871,2021-12-16T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,25-44,BLACK HISPANIC,F,45-64,WHITE HISPANIC,M,40.83886177100004,-73.91030606099997
330,217479065,2021-12-27T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,ASSAULT 3 & RELATED OFFENSES,UNKNOWN,BLACK HISPANIC,M,25-44,BLACK,F,40.85501743800006,-73.883075218
331,641099773,2021-12-04T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,M,18-24,BLACK,F,40.670168236000045,-73.91572748899993
332,339745381,2021-12-28T00:00:00.000,COMPLETED,PORT AUTHORITY,MISDEMEANOR,INSIDE,CRIMINAL TRESPASS,25-44,BLACK,U,UNKNOWN,UNKNOWN,E,40.75656758500002,-73.87593153399997
333,955477445,2021-12-18T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,U,45-64,WHITE,M,40.714529520000035,-73.99099056399997
334,596523741,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,45-64,WHITE HISPANIC,F,40.69086637500004,-73.98584805699994
335,151703837,2021-12-21T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,65+,BLACK,M,25-44,ASIAN / PACIFIC ISLANDER,F,40.643050409000075,-73.99632960399998
336,419203167,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,GRAND LARCENY,UNKNOWN,UNKNOWN,U,25-44,WHITE HISPANIC,F,40.63490180000008,-74.14384146499998
337,911464026,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,18-24,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F,40.67656826500007,-73.79194598699996
338,398885244,2021-12-29T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,FRONT OF,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,UNKNOWN,M,<18,BLACK,M,40.83645657500005,-73.90252145299998
339,260444903,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,UNKNOWN,UNKNOWN,U,18-24,ASIAN / PACIFIC ISLANDER,M,40.67725891100008,-73.82604211299997
340,535960106,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,BURGLARY,UNKNOWN,BLACK,M,UNKNOWN,UNKNOWN,D,40.753971255000074,-73.98697882499994
341,271065876,2021-12-26T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,PETIT LARCENY,UNKNOWN,UNKNOWN,M,25-44,UNKNOWN,F,40.597740602000044,-73.93558800899994
342,348524884,2021-12-30T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,18-24,BLACK,F,25-44,BLACK,F,40.702507293000046,-73.81496168599993
343,801727553,2021-12-29T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.833451885000045,-73.88004509399997
344,366377292,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,45-64,WHITE HISPANIC,F,18-24,WHITE,F,40.60084180500007,-74.07420564699999
345,411473902,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,45-64,BLACK,M,45-64,ASIAN / PACIFIC ISLANDER,M,40.68217162000008,-73.80847774099993
346,153391486,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,INTOXICATED & IMPAIRED DRIVING,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,E,40.88179186000008,-73.86534795399997
347,497679206,2021-12-31T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,GRAND LARCENY,25-44,BLACK,M,25-44,ASIAN / PACIFIC ISLANDER,M,40.754849215000036,-73.98411999099994
348,730868135,2021-12-28T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,25-44,BLACK HISPANIC,M,UNKNOWN,UNKNOWN,D,40.72815345200007,-73.98201207799997
349,449822822,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,BURGLARY,25-44,BLACK,M,45-64,WHITE,M,40.73987766000005,-73.99686917399998
350,528899456,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.80722468000005,-73.91947688499994
351,587465077,2021-12-25T00:00:00.000,ATTEMPTED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,25-44,WHITE HISPANIC,F,<18,WHITE HISPANIC,F,40.820813371000035,-73.90790244999994
352,637301391,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,UNKNOWN,UNKNOWN,D,40.60219409900003,-73.994199956
353,728754026,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,FRONT OF,HARRASSMENT 2,UNKNOWN,BLACK,M,25-44,BLACK,F,40.63313286500005,-74.11305496199996
354,294351085,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,M,40.86412696800004,-73.85188758899994
355,214504043,2021-11-04T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,18-24,WHITE HISPANIC,F,25-44,BLACK,F,40.81192098600008,-73.94255158399994
356,314738012,2021-12-22T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,BLACK,M,25-44,BLACK,M,40.83914627700005,-73.90568337399996
357,424430983,2021-12-23T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,40.68275790900003,-73.78311475899994
358,523610290,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,PETIT LARCENY,18-24,WHITE,F,UNKNOWN,UNKNOWN,D,40.79884150100002,-73.96887128099996
359,778236658,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,UNKNOWN,BLACK HISPANIC,U,25-44,BLACK,F,40.806806435000055,-73.93524121099993
360,178382771,2021-12-24T00:00:00.000,COMPLETED,N.Y. HOUSING POLICE,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,45-64,BLACK,F,40.79090425000004,-73.97081430199995
361,128559676,2021-12-17T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,FRONT OF,THEFT-FRAUD,UNKNOWN,UNKNOWN,M,45-64,ASIAN / PACIFIC ISLANDER,M,40.68473646100006,-73.81767556199996
362,218000917,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,UNKNOWN,WHITE HISPANIC,M,25-44,BLACK HISPANIC,F,40.822207280000036,-73.93087607899997
363,455850449,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,UNKNOWN,WHITE HISPANIC,M,<18,WHITE HISPANIC,M,40.70783820500003,-73.80532011199995
364,307856935,2021-12-24T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,FELONY ASSAULT,18-24,WHITE HISPANIC,M,25-44,WHITE HISPANIC,M,40.70059287300006,-73.81585419699996
365,528924560,2021-12-22T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,25-44,WHITE HISPANIC,M,UNKNOWN,UNKNOWN,D,40.810398494000026,-73.92489531099994
366,444137948,2021-12-26T00:00:00.000,COMPLETED,N.Y. POLICE DEPT,VIOLATION,INSIDE,HARRASSMENT 2,UNKNOWN,UNKNOWN,U,25-44,BLACK,F,40.65597090200004,-73.72734931399998
